Iteration,BACKPROP_train,RHC_train,SA0.15_train,SA0.35_train,SA0.55_train,SA0.7_train,SA0.95_train,GA_50_20_20_train,GA_50_20_10_train,GA_50_10_20_train,GA_50_10_10_train,BACKPROP_test,RHC_test,SA0.15_test,SA0.35_test,SA0.55_test,SA0.7_test,SA0.95_test,GA_50_20_20_test,GA_50_20_10_test,GA_50_10_20_test,GA_50_10_10_test,BACKPROP_time,RHC_time,SA0.15_time,SA0.35_time,SA0.55_time,SA0.7_time,SA0.95_time,GA_50_20_20_time,GA_50_20_10_time,GA_50_10_20_time,GA_50_10_10_time
3800,96.32260761,83.10697869,84.02632679,84.45465942,83.60844129,83.58754701,82.49059758,76.24320936,75.99247806,77.47597158,78.51023819,80.01559758,82.14076818,82.296744,83.40807175,82.95964126,82.51121076,80.99044648,76.23318386,75.94072919,77.18853578,78.90426984,3136.071343,978.4572568,990.8126652,878.155633,1038.353544,1026.183908,1023.854217,24920.7715,23993.67534,21575.88764,15681.95166
3810,96.32260761,83.14876724,84.03677392,84.4755537,83.59799415,83.53531132,82.42791475,76.15963226,76.26410364,77.71625575,78.59381529,80.07408852,82.08227725,82.296744,83.46656268,82.97913823,82.43322285,80.95145252,76.07720803,76.17469292,77.01306298,78.86527588,3143.550438,980.7407636,993.1791137,880.74218,1041.105056,1029.19033,1026.815503,24987.39818,24054.63183,21640.22234,15726.26996
3820,96.36439616,83.15921438,84.00543251,84.12035102,83.67112411,83.51441705,82.51149185,76.30589219,76.20142081,78.11324697,78.88633514,80.01559758,81.98479236,82.31624098,83.34958082,82.97913823,82.43322285,80.9709495,76.3696627,76.09670501,77.63696627,79.2942094,3152.134211,983.0687923,995.482513,883.2504357,1043.788498,1031.804823,1029.556808,25051.79106,24115.84617,21702.7461,15767.86548
3830,96.37484329,83.1383201,84.01587965,84.48600084,83.66067697,83.5562056,82.5532804,76.29544505,76.06560802,77.36105307,79.19974927,80.11308247,81.9457984,82.31624098,83.56404757,82.95964126,82.47221681,81.12692533,76.33066875,75.96022616,77.07155391,79.41119127,3160.242026,985.4235818,997.840011,885.5928438,1046.472394,1034.432764,1032.216244,25117.74539,24177.37881,21761.14834,15807.91373
3840,96.36439616,83.16966151,84.01587965,84.36063519,83.5562056,83.43083995,82.61596323,76.31633932,76.20142081,77.6744672,78.68783953,80.09358549,81.9457984,82.41372587,83.64203548,83.03762917,82.49171378,81.24390719,76.3696627,76.1941899,77.24702671,79.06024566,3168.513137,987.7850539,1000.211855,887.8783067,1049.162781,1037.037529,1034.919925,25182.73917,24238.59744,21816.34384,15849.07576
3850,96.37484329,82.32344338,84.0576682,84.36063519,83.76514835,83.68157125,82.67864605,76.27455077,76.18052654,77.29837025,78.85499373,80.13257945,81.51686489,82.31624098,83.77851433,83.03762917,82.55020472,81.38038604,76.33066875,76.09670501,77.01306298,79.27471242,3176.943654,990.0887833,1002.547465,890.3387562,1051.829224,1039.784692,1037.708824,25246.84138,24297.90621,21877.48387,15891.62616
3860,96.39573757,83.11742583,83.94274969,84.3919766,83.75470121,83.70246552,82.61596323,76.28499791,76.11784371,77.18345173,79.19974927,80.07408852,82.04328329,82.25775005,83.56404757,83.03762917,82.55020472,81.57535582,76.27217781,76.05771105,76.74010528,79.52817313,3186.276111,992.4019749,1004.884023,892.6185197,1054.470907,1042.259625,1040.42644,25314.62219,24359.63017,21929.50273,15931.7633
3870,96.39573757,83.12787296,83.92185541,84.2248224,83.74425407,83.68157125,82.64730464,76.29544505,76.12829085,77.3401588,79.07438362,80.05459154,81.98479236,82.43322285,83.77851433,82.86215637,82.5697017,81.71183467,76.38915968,76.0187171,76.95457204,79.33320335,3195.440814,994.7559351,1007.28206,895.1528666,1057.109289,1044.787086,1043.096483,25383.49271,24422.63966,21981.16327,15971.8478
3880,96.40618471,83.08608441,83.95319682,84.35018805,83.82783117,83.66067697,82.6368575,76.06560802,76.13873799,77.47597158,79.06393648,80.09358549,82.08227725,82.23825307,83.52505362,83.05712615,82.64768961,81.80931956,75.96022616,76.09670501,77.14954182,79.04074868,3207.735836,997.1840826,1009.630386,897.6366779,1059.830727,1047.381352,1045.796516,25447.19079,24485.06094,22032.27996,16011.57769
3890,96.41663184,83.00250731,83.90096114,84.43376515,83.81738404,83.7233598,82.66819891,76.4208107,76.14918512,77.06853322,79.06393648,80.03509456,82.06278027,82.25775005,83.75901735,82.99863521,82.7451745,81.49736791,76.42815364,76.09670501,76.46714759,79.37219731,3217.047336,999.4942416,1012.028189,900.0943767,1062.545331,1050.146559,1048.536573,25511.92016,24546.75065,22084.49144,16050.92788
3900,96.39573757,82.95027163,83.96364396,84.50689511,83.8069369,83.57709987,82.76222315,76.27455077,76.07605516,77.09987463,79.03259507,80.09358549,82.02378631,82.31624098,83.62253851,82.95964126,82.7451745,81.63384675,76.35016572,76.0187171,76.50614155,79.41119127,3226.299876,1001.821309,1014.438672,902.3538606,1065.20583,1052.700945,1051.261499,25576.467,24608.92859,22135.13443,16090.6398
3910,96.42707898,83.02340159,84.10990389,84.56957794,83.79648976,83.74425407,82.60551609,76.30589219,76.18052654,77.13121605,79.18930213,80.05459154,81.98479236,82.47221681,83.46656268,83.07662312,82.88165334,81.49736791,76.3696627,76.09670501,76.60362644,79.39169429,3235.590558,1004.205897,1016.778562,904.8476968,1067.948288,1055.834146,1053.993156,25641.17454,24671.35897,22184.94493,16131.76575
3920,96.39573757,83.054743,84.10990389,84.53823652,83.6397827,83.58754701,82.85624739,76.29544505,76.15963226,76.98495612,79.00125366,80.03509456,81.98479236,82.39422889,83.52505362,82.86215637,82.86215637,81.57535582,76.35016572,76.15519594,76.62312342,79.27471242,3245.169274,1006.576828,1019.172961,907.0466194,1070.606969,1058.566936,1056.731057,25707.28893,24731.4223,22237.19951,16173.52178
3930,96.40618471,83.11742583,84.12035102,84.56957794,83.6397827,83.62933556,82.91893021,76.24320936,76.18052654,76.671542,78.71918094,80.07408852,82.08227725,82.43322285,83.64203548,82.95964126,82.94014428,81.57535582,76.33066875,76.15519594,75.8432443,79.15773055,3254.341076,1008.92418,1021.632221,909.5111683,1073.27722,1061.280366,1059.373011,25773.78408,24793.60662,22286.73208,16215.60697
3940,96.41663184,83.12787296,84.1412453,84.61136649,83.60844129,83.7233598,82.91893021,76.35812787,76.15963226,77.52820727,79.22064354,80.01559758,82.06278027,82.51121076,83.64203548,82.9206473,82.78416845,81.55585884,76.35016572,76.13569897,77.28602067,79.41119127,3263.662888,1011.306475,1024.03508,912.0930234,1075.984745,1064.072986,1062.023511,25838.81263,24855.60557,22340.31236,16261.59965
3950,96.42707898,83.07563728,83.96364396,84.58002507,83.66067697,83.74425407,82.92937735,76.3372336,76.05516089,77.43418303,79.29377351,80.05459154,82.02378631,82.33573796,83.64203548,82.99863521,82.64768961,81.73133164,76.3696627,75.97972314,77.05205693,79.31370638,3272.999642,1013.644958,1026.381974,914.7961593,1078.770036,1066.916125,1064.653718,25905.55155,24918.56955,22391.90555,16305.39881
3960,96.41663184,83.18010865,83.98453824,84.43376515,83.7233598,83.67112411,82.96071876,76.24320936,76.0865023,77.19389887,79.27287923,80.01559758,82.08227725,82.51121076,83.68102944,83.13511406,82.80366543,81.67284071,76.25268083,76.07720803,76.87658413,79.25521544,3282.216701,1015.954925,1028.743251,917.1787923,1081.501925,1072.072186,1067.309496,25972.38925,24984.06611,22444.32176,16349.92256
3970,96.44797326,83.19055579,84.08900961,84.62181362,83.79648976,83.69201839,82.98161304,76.44170497,76.09694944,77.35060593,78.90722942,80.05459154,82.17976214,82.45271983,83.58354455,83.11561708,82.90115032,81.61434978,76.5451355,76.07720803,76.91557809,79.21622149,3291.45855,1018.236909,1031.120119,919.4386599,1084.234244,1075.857667,1069.933032,26038.58274,25049.22806,22494.94345,16394.57596
3980,96.43752612,83.20100293,84.03677392,84.53823652,83.79648976,83.78604262,83.01295445,76.28499791,76.21186795,77.47597158,79.38779774,79.9961006,82.02378631,82.49171378,83.54455059,83.05712615,82.94014428,81.63384675,76.42815364,76.17469292,77.13004484,79.54767011,3300.721079,1020.529473,1033.508769,921.6471834,1087.010716,1078.481028,1072.553862,26104.89112,25109.78744,22545.75544,16438.8428
3990,96.43752612,83.20100293,84.09945675,84.56957794,83.81738404,83.70246552,83.10697869,76.3372336,76.09694944,77.63267865,79.32511492,80.13257945,82.19925911,82.37473192,83.50555664,83.13511406,82.88165334,81.5948528,76.48664457,76.07720803,76.97406902,79.60616105,3310.002428,1022.829606,1035.957709,923.8564693,1089.671487,1082.466765,1075.189732,26169.85342,25171.37367,22598.17338,16485.07495
4000,96.41663184,83.10697869,84.04722106,84.42331801,83.81738404,83.81738404,83.11742583,76.11784371,76.29544505,77.56999582,79.30422064,80.07408852,82.14076818,82.49171378,83.60304153,83.21310197,83.21310197,81.61434978,76.1941899,76.17469292,77.18853578,79.43068824,3319.300861,1025.218302,1038.349648,926.0394164,1092.37143,1085.769311,1077.882581,26233.99535,25232.41619,22650.54644,16524.94804
4010,96.43752612,83.10697869,83.92185541,84.58002507,83.83827831,83.73380694,83.04429586,76.1700794,76.26410364,77.81027998,79.21019641,80.11308247,82.16026516,82.43322285,83.60304153,83.11561708,82.88165334,81.55585884,76.21368688,76.31117177,77.5199844,79.39169429,3328.666425,1027.542731,1040.75878,928.22598,1095.088598,1088.412573,1080.492145,26301.67644,25292.09676,22702.29269,16567.52956
4020,96.42707898,83.16966151,83.82783117,84.56957794,83.8069369,83.83827831,82.83535311,76.39991642,76.22231509,77.81027998,78.90722942,80.09358549,82.14076818,82.45271983,83.62253851,82.95964126,82.95964126,81.51686489,76.52563853,76.07720803,77.32501462,79.37219731,3337.969359,1029.834315,1043.142167,930.407899,1097.77861,1091.079715,1083.137003,26367.83327,25353.99088,22752.16762,16611.21498
4030,96.46886753,83.08608441,84.10990389,84.59047221,83.890514,83.77559549,82.99206018,76.34768074,76.05516089,77.68491433,78.90722942,80.05459154,82.1212712,82.43322285,83.60304153,83.05712615,83.17410801,81.55585884,76.42815364,75.99922012,77.44199649,79.43068824,3347.314067,1032.169308,1045.451366,932.61665,1100.485692,1093.74969,1085.776074,26432.32959,25414.97472,22803.44296,16655.84005
4040,96.45842039,83.14876724,84.07856247,84.41287087,83.93230255,83.81738404,82.99206018,76.39991642,76.12829085,77.18345173,79.27287923,79.87911874,82.1212712,82.39422889,83.38857477,83.17410801,83.15461104,81.57535582,76.5451355,76.07720803,76.97406902,79.43068824,3356.455952,1034.505338,1047.876599,934.7847202,1103.296788,1096.27276,1088.400234,26497.75425,25476.3925,22855.09717,16698.99997
4050,96.42707898,83.054743,83.96364396,84.59047221,83.85917259,83.71291266,82.99206018,76.24320936,76.10739657,77.05808608,78.52068533,79.91811269,81.86781049,81.78982258,83.52505362,82.95964126,82.97913823,81.51686489,76.38915968,76.07720803,76.70111133,79.06024566,3365.612782,1036.794872,1050.255112,937.1265748,1106.050619,1098.772648,1091.034266,26565.09119,25537.72236,22909.69,16741.78445
4060,96.42707898,83.21145006,84.18303385,84.63226076,83.9740911,83.69201839,82.93982449,76.27455077,76.12829085,77.0894275,79.31466778,79.97660363,82.19925911,82.51121076,83.66153246,83.13511406,83.03762917,81.78982258,76.56463248,76.05771105,77.05205693,79.72314291,3375.108121,1039.129386,1052.780458,939.5961477,1108.68699,1101.276528,1093.648843,26631.47411,25599.05476,22964.26805,16784.16259
4070,96.41663184,83.20100293,84.06811534,84.48600084,83.99498537,83.18010865,82.95027163,76.29544505,76.09694944,77.35060593,79.03259507,80.05459154,82.06278027,82.51121076,83.54455059,83.03762917,82.33573796,81.45837395,76.40865666,76.09670501,77.30551764,79.645155,3384.409805,1041.463121,1055.2261,942.018145,1111.327232,1103.714968,1096.235982,26696.43672,25661.06596,23024.1521,16826.30275
4080,96.45842039,82.98161304,84.10990389,84.61136649,83.91140827,83.8069369,82.98161304,76.28499791,76.03426661,77.2565817,79.44003343,80.09358549,82.16026516,82.53070774,83.64203548,83.11561708,82.88165334,81.57535582,76.33066875,76.07720803,76.68161435,79.66465198,3394.385496,1043.845895,1057.651574,944.5065603,1114.026239,1106.11413,1098.908215,26763.15243,25721.41785,23077.95068,16870.10121
4090,96.44797326,83.20100293,84.08900961,84.44421229,83.9740911,83.81738404,82.9711659,76.34768074,76.13873799,77.71625575,79.21019641,80.09358549,82.00428934,82.51121076,83.46656268,83.13511406,82.95964126,81.63384675,76.31117177,76.07720803,77.20803275,79.60616105,3403.613586,1046.192149,1060.042331,947.2609073,1116.70574,1108.522599,1101.503014,26829.87306,25782.52712,23129.4755,16913.41453
4100,96.41663184,83.20100293,84.1412453,84.45465942,84.00543251,83.82783117,83.03384873,76.32678646,76.04471375,77.44463017,79.37735061,79.9961006,81.9457984,82.55020472,83.66153246,83.31058686,82.90115032,81.75082862,76.5451355,75.99922012,77.24702671,79.68414896,3413.093233,1048.551118,1062.359632,949.9630754,1119.362296,1110.877018,1104.166493,26900.90976,25841.30247,23187.60969,16957.30802
4110,96.39573757,83.2218972,84.16213957,84.49644797,83.99498537,83.93230255,83.03384873,76.26410364,76.11784371,77.62223151,79.41913916,79.95710665,82.296744,82.5697017,83.64203548,83.34958082,82.9206473,81.69233769,76.25268083,76.03821408,77.50048742,79.85962176,3421.985059,1050.845084,1064.710053,952.4797083,1122.017162,1113.302658,1106.743488,26965.63794,25901.63287,23244.62507,17002.42181
4120,96.39573757,83.27413289,84.18303385,84.49644797,84.06811534,83.90096114,83.04429586,76.35812787,76.07605516,77.29837025,79.13706644,79.95710665,82.25775005,82.58919867,83.58354455,83.29108988,82.99863521,81.7703256,76.46714759,75.99922012,76.97406902,79.66465198,3430.659983,1053.248567,1067.086568,955.1001396,1124.66563,1115.882192,1109.368077,27029.65525,25962.22376,23303.52019,17047.13158
4130,96.40618471,83.28458003,84.19348099,84.58002507,83.74425407,83.99498537,83.03384873,76.3372336,76.19097367,77.51776013,79.17885499,79.91811269,82.17976214,82.72567752,83.54455059,83.01813219,83.03762917,81.98479236,76.50614155,76.03821408,77.05205693,79.52817313,3439.450215,1055.61845,1069.585277,957.5779181,1127.327939,1119.038247,1111.97693,27100.32461,26024.55093,23357.2878,17094.2143
4140,96.41663184,83.31592144,84.25616381,84.58002507,84.10990389,83.96364396,83.11742583,76.30589219,76.15963226,77.65357292,79.42958629,79.91811269,82.296744,82.62819263,83.60304153,83.23259895,83.03762917,81.80931956,76.31117177,76.17469292,77.6954572,79.93760967,3448.289487,1057.949938,1071.998261,959.9493611,1130.034128,1122.127924,1114.599728,27170.08159,26083.67297,23413.61999,17137.89697
4150,96.41663184,83.33681571,84.23526954,84.53823652,84.10990389,83.93230255,83.01295445,76.29544505,76.11784371,77.43418303,79.35645633,79.85962176,82.39422889,82.82316241,83.46656268,83.15461104,82.95964126,81.92630142,76.46714759,76.03821408,77.28602067,79.39169429,3457.144214,1060.294077,1074.423785,962.4637447,1132.681936,1125.60636,1117.202395,27233.4577,26144.35164,23473.24107,17181.59836
4160,96.48976181,83.26368575,84.17258671,84.51734225,84.07856247,83.85917259,83.04429586,76.34768074,76.18052654,77.31926452,79.17885499,79.8206278,82.39422889,82.66718659,83.4470657,83.11561708,82.97913823,81.84831351,76.42815364,76.11620199,77.13004484,79.48917918,3466.285763,1062.649153,1076.763899,964.7734898,1135.343011,1128.706193,1119.970129,27298.78406,26204.67008,23541.88811,17223.93481
4170,96.39573757,83.28458003,84.08900961,84.53823652,84.07856247,83.91140827,82.90848308,76.32678646,76.20142081,77.62223151,78.82365232,79.80113082,82.43322285,82.06278027,83.4470657,83.05712615,83.01813219,81.82881653,76.40865666,76.21368688,77.44199649,79.41119127,3475.568246,1065.003987,1079.086016,967.8308346,1137.996103,1131.353566,1122.606549,27363.61356,26267.21471,23605.44233,17268.55673
4180,96.42707898,83.4726285,84.28750522,84.32929377,84.15169244,83.84872545,82.99206018,76.37902215,76.10739657,77.43418303,78.76096949,79.8206278,82.43322285,82.58919867,83.42756873,83.0961201,83.03762917,81.80931956,76.42815364,76.05771105,77.20803275,79.62565802,3484.31132,1067.411614,1081.418691,970.6749624,1140.713274,1134.07613,1125.274076,27428.88279,26329.53628,23672.79987,17314.57074
4190,96.42707898,83.49352277,84.25616381,84.59047221,84.15169244,83.84872545,83.10697869,76.32678646,76.14918512,77.53865441,79.14751358,79.84012478,82.35523494,82.5697017,83.48605966,83.17410801,82.86215637,81.90680445,76.3696627,76.11620199,76.85708715,79.31370638,3494.044496,1069.771299,1083.760607,973.4510121,1143.462017,1136.797889,1127.938463,27493.85003,26390.19146,23741.00897,17361.94468
4200,96.46886753,83.5562056,84.23526954,84.54868366,84.06811534,83.91140827,83.07563728,76.34768074,76.10739657,76.85959047,79.09527789,79.84012478,82.39422889,82.55020472,83.56404757,83.21310197,82.9206473,81.86781049,76.44765061,76.03821408,76.35016572,79.60616105,3503.713181,1072.140716,1086.129455,976.1462591,1146.224429,1139.202191,1130.75103,27555.42391,26451.03568,23802.38635,17404.8788
4210,96.42707898,83.6397827,84.31884664,84.52778939,84.09945675,83.86961972,83.1383201,76.4208107,76.0865023,76.51483494,78.62515671,79.87911874,82.49171378,82.55020472,83.48605966,83.23259895,83.03762917,81.90680445,76.3696627,76.0187171,75.78475336,79.17722753,3513.168175,1074.45055,1088.513423,978.803421,1149.018014,1141.65547,1133.359006,27619.27103,26513.07457,23866.02023,17449.21155
4220,96.45842039,83.6397827,84.26661095,84.58002507,83.82783117,83.92185541,83.10697869,76.27455077,76.0865023,76.96406185,78.40576682,79.89861571,82.49171378,82.55020472,83.52505362,83.17410801,82.97913823,81.82881653,76.3696627,76.03821408,76.27217781,78.92376682,3522.590304,1076.774146,1090.847407,981.2750146,1151.657137,1144.123754,1135.967132,27682.98981,26573.80324,23929.14477,17491.94719
4230,96.43752612,83.57709987,84.25616381,84.62181362,84.0576682,83.78604262,83.19055579,76.29544505,76.15963226,76.79690765,79.22064354,79.89861571,82.37473192,82.53070774,83.40807175,83.01813219,83.07662312,81.86781049,76.48664457,76.17469292,76.44765061,79.645155,3531.948827,1079.101047,1093.251983,983.8100975,1154.273092,1146.637453,1138.580523,27744.64729,26634.22311,23993.4699,17534.24301
4240,96.44797326,83.68157125,84.19348099,84.50689511,84.07856247,83.93230255,83.23234434,76.41036356,76.21186795,76.99540326,78.93857083,79.91811269,82.49171378,82.43322285,83.42756873,82.97913823,82.97913823,82.04328329,76.3696627,76.1941899,76.33066875,79.21622149,3541.346968,1081.470142,1095.566032,986.4899527,1157.057387,1149.080728,1141.17064,27809.95045,26694.71617,24055.67219,17579.45943
4250,96.43752612,83.60844129,84.38152946,84.5591308,84.06811534,83.90096114,82.90848308,76.38946929,76.18052654,77.13121605,79.17885499,79.93760967,82.58919867,82.47221681,83.40807175,82.90115032,83.15461104,82.02378631,76.52563853,76.1941899,76.3696627,79.50867616,3550.947179,1083.874026,1097.955372,988.8529619,1159.739788,1151.759055,1143.785921,27874.92318,26758.10894,24120.07125,17622.87945
4260,96.44797326,83.68157125,84.28750522,84.62181362,84.12035102,83.93230255,83.19055579,76.53572921,76.49394066,76.73422482,78.63560384,79.97660363,82.51121076,82.45271983,83.46656268,83.01813219,83.11561708,82.08227725,76.50614155,76.46714759,75.92123221,79.2942094,3560.524603,1086.240125,1100.371026,991.3435568,1162.430086,1154.327061,1146.39657,27938.38828,26820.76746,24184.64585,17664.2931
4270,96.43752612,83.50396991,84.3083995,84.52778939,84.1412453,83.96364396,83.12787296,76.49394066,76.22231509,76.91182616,78.54157961,79.93760967,82.43322285,82.43322285,83.42756873,82.99863521,83.19360499,81.88730747,76.42815364,76.1941899,76.35016572,79.17722753,3569.969004,1088.605861,1102.721842,993.7747125,1165.111133,1156.833815,1149.072581,28002.36924,26881.25366,24245.78783,17709.19307
4280,96.47931467,83.8069369,84.19348099,84.59047221,84.12035102,83.9740911,83.28458003,76.34768074,76.3372336,76.87003761,78.68783953,79.87911874,82.58919867,82.33573796,83.40807175,83.07662312,83.19360499,82.14076818,76.29167479,76.35016572,76.17469292,79.31370638,3579.77422,1091.022664,1105.117338,996.3803133,1167.800032,1159.563123,1151.705696,28065.41023,26942.6033,24308.27146,17752.1564
4290,96.48976181,83.83827831,84.19348099,84.45465942,84.20392812,83.95319682,83.15921438,76.15963226,76.26410364,77.11032177,79.17885499,79.87911874,82.47221681,82.37473192,83.2715929,83.15461104,83.25209593,82.14076818,76.15519594,76.25268083,76.72060831,79.54767011,3589.322466,1093.360601,1107.496609,998.924373,1170.442513,1162.045862,1154.363562,28130.46163,27002.69792,24368.26206,17792.8684
4300,96.46886753,83.81738404,84.21437526,84.56957794,84.04722106,83.99498537,83.18010865,76.28499791,76.26410364,77.69536147,78.92812369,79.89861571,82.49171378,82.39422889,83.46656268,83.13511406,83.19360499,82.16026516,76.17469292,76.33066875,77.38350556,79.13823357,3598.694477,1095.689135,1109.865843,1001.548011,1173.094216,1164.470993,1156.956456,28194.68183,27061.88217,24432.6234,17831.16703
4310,96.50020894,83.77559549,83.94274969,84.59047221,84.16213957,83.91140827,83.3890514,76.10739657,76.41036356,77.27747597,78.91767656,79.89861571,82.45271983,82.296744,83.42756873,83.13511406,83.21310197,82.10177422,76.09670501,76.31117177,76.56463248,79.62565802,3607.588154,1098.02458,1112.209834,1003.953976,1175.729711,1166.952755,1159.568965,28260.93117,27122.47645,24492.52073,17869.8577
4320,96.47931467,83.85917259,84.18303385,84.59047221,83.99498537,83.9740911,83.33681571,76.03426661,76.52528207,77.32971166,79.14751358,79.8206278,82.37473192,82.31624098,83.42756873,83.07662312,83.25209593,82.1212712,76.07720803,76.56463248,76.89608111,79.56716709,3616.72369,1100.35701,1114.516698,1006.339172,1178.391207,1169.327847,1162.36114,28325.31823,27184.01459,24555.25524,17911.61474
4330,96.47931467,83.90096114,83.98453824,84.5591308,84.12035102,84.00543251,83.37860426,76.02381947,76.22231509,77.65357292,78.54157961,79.89861571,82.53070774,82.06278027,83.40807175,83.15461104,83.36907779,82.02378631,76.11620199,76.21368688,76.77909924,78.80678495,3625.703004,1102.807417,1117.031985,1008.830311,1181.015902,1171.838994,1165.051435,28392.0132,27246.28657,24615.59082,17951.32765
4340,96.48976181,83.88006686,84.20392812,84.59047221,84.09945675,84.1412453,83.40994567,76.06560802,76.3372336,77.46552445,79.17885499,79.8206278,82.55020472,82.31624098,83.2715929,83.07662312,83.13511406,82.02378631,76.13569897,76.35016572,76.74010528,79.645155,3634.529484,1105.205684,1119.53452,1011.260535,1183.660381,1174.42329,1167.617585,28457.43071,27304.73932,24678.68427,17993.07473
4350,96.50020894,83.99498537,84.2248224,84.6427079,84.01587965,84.08900961,83.29502716,76.10739657,76.43125784,77.62223151,79.17885499,79.85962176,82.66718659,82.27724703,83.2715929,82.94014428,83.29108988,82.296744,76.07720803,76.42815364,77.48099045,79.52817313,3643.720751,1107.519395,1122.125495,1013.656144,1186.381863,1176.931808,1170.230588,28522.77853,27366.06327,24742.28954,18034.12178
4360,96.46886753,83.9740911,84.20392812,84.62181362,84.16213957,84.1412453,83.23234434,76.02381947,76.4208107,77.2565817,79.08483076,79.89861571,82.62819263,82.37473192,83.2715929,83.21310197,83.23259895,82.25775005,76.07720803,76.33066875,76.44765061,79.41119127,3652.634169,1109.819509,1124.706391,1016.097654,1189.048523,1179.312776,1172.878902,28587.14423,27427.80545,24807.92387,18076.98854
4370,96.47931467,83.92185541,84.08900961,84.65315504,84.1412453,84.09945675,83.27413289,76.1700794,76.34768074,77.31926452,79.25198496,79.84012478,82.64768961,82.25775005,83.2715929,83.19360499,83.17410801,82.27724703,76.17469292,76.33066875,76.83759017,79.70364593,3661.470481,1112.116338,1127.323114,1018.586669,1191.688489,1181.828226,1175.53872,28651.52412,27489.02533,24870.2293,18120.24708
4380,96.47931467,84.02632679,84.27705809,84.60091935,84.16213957,84.0576682,83.24279148,76.27455077,76.41036356,77.04763895,79.16840786,79.87911874,82.58919867,82.296744,83.13511406,83.17410801,83.15461104,82.16026516,76.1941899,76.44765061,76.64262039,79.78163385,3670.274173,1114.460481,1130.092895,1021.104305,1194.341913,1184.327004,1178.203418,28718.00565,27550.18556,24933.63097,18166.83671
4390,96.48976181,83.96364396,84.33974091,84.5591308,84.16213957,84.08900961,83.27413289,76.0865023,76.43125784,77.58044296,79.21019641,79.89861571,82.49171378,82.27724703,83.15461104,83.19360499,83.23259895,82.17976214,76.23318386,76.35016572,77.18853578,79.645155,3679.150087,1116.776977,1132.638119,1023.527835,1197.00853,1186.847928,1180.766684,28784.56733,27612.60384,24990.14983,18213.4924
4400,96.48976181,83.86961972,84.18303385,84.5591308,84.15169244,84.01587965,83.28458003,76.03426661,76.36857501,77.52820727,79.23109068,79.91811269,82.33573796,82.296744,83.19360499,83.21310197,83.19360499,82.17976214,76.21368688,76.38915968,77.11054787,79.645155,3687.982479,1119.078355,1134.98513,1026.034548,1199.662925,1189.569073,1183.431417,28851.14124,27673.14782,25047.57709,18259.07229
4410,96.50020894,83.90096114,84.19348099,84.58002507,84.21437526,84.18303385,83.40994567,76.10739657,76.41036356,77.37150021,79.39824488,79.93760967,82.37473192,82.19925911,83.21310197,83.19360499,82.97913823,82.14076818,76.1941899,76.35016572,76.97406902,79.56716709,3697.164944,1121.429858,1137.50144,1028.687738,1202.537689,1192.312769,1186.077526,28920.53271,27735.40743,25107.24883,18306.76647
4420,96.48976181,83.74425407,84.20392812,84.56957794,84.1412453,84.0576682,83.36815712,76.09694944,76.44170497,77.4237359,79.25198496,80.01559758,82.27724703,82.296744,83.19360499,83.0961201,83.11561708,82.41372587,76.21368688,76.35016572,76.97406902,79.72314291,3705.741319,1123.746321,1140.068772,1031.452086,1205.378844,1194.843712,1188.703207,28985.66808,27795.62551,25168.73206,18350.90148
4430,96.52110322,83.67112411,84.32929377,84.59047221,84.23526954,84.0576682,83.37860426,76.11784371,76.4208107,77.65357292,79.27287923,79.97660363,82.41372587,82.43322285,83.23259895,83.19360499,83.0961201,82.27724703,76.21368688,76.33066875,77.28602067,79.72314291,3715.014059,1126.106677,1142.716696,1034.610724,1208.022461,1197.688856,1191.306681,29049.02528,27854.75848,25231.92225,18395.8219
4440,96.52110322,83.83827831,84.25616381,84.69494359,84.24571667,84.02632679,83.40994567,76.19097367,76.45215211,77.78938571,79.14751358,79.91811269,82.31624098,82.25775005,83.25209593,83.23259895,83.15461104,82.25775005,76.21368688,76.31117177,77.38350556,79.4696822,3723.718442,1128.424634,1145.283564,1037.389721,1210.655168,1200.737098,1193.924536,29114.94999,27915.81398,25297.23516,18442.27707
4450,96.50020894,83.82783117,84.24571667,84.726285,84.21437526,84.1412453,83.37860426,76.20142081,76.4208107,77.6744672,79.27287923,79.95710665,82.25775005,82.7451745,83.23259895,83.21310197,83.17410801,82.296744,76.27217781,76.3696627,77.01306298,79.68414896,3732.58598,1130.783016,1147.63713,1040.087511,1213.335829,1203.402993,1196.583895,29177.3444,27975.07829,25362.64056,18488.63521
4460,96.50020894,83.96364396,84.2248224,84.67404931,84.16213957,84.13079816,83.34726285,76.32678646,76.38946929,77.39239448,79.29377351,79.87911874,82.33573796,82.31624098,83.17410801,83.23259895,83.03762917,82.25775005,76.38915968,76.3696627,76.93507506,79.43068824,3741.764672,1133.117215,1150.064047,1042.73122,1216.090794,1206.041634,1199.181887,29239.94265,28036.28466,25419.76998,18532.65326
4470,96.50020894,84.00543251,84.24571667,84.69494359,84.16213957,84.10990389,83.33681571,76.32678646,76.47304639,77.28792311,79.07438362,79.89861571,82.35523494,82.296744,83.36907779,83.23259895,83.11561708,82.35523494,76.50614155,76.44765061,77.01306298,79.43068824,3750.960125,1135.439524,1152.393056,1045.381114,1218.814646,1208.657391,1201.856418,29303.60219,28098.64505,25484.02116,18577.46294
